Insulation,Temperature,Avg_Age,Home_Size,Predicted_Heating_Oil
5,65,59.0,1,214.0
7,50,35.6,8,208.0
9,68,65.8,2,242.0
7,63,23.2,2,154.0
8,59,37.3,4,195.0
10,67,16.2,2,147.0
6,81,44.4,5,188.0
8,38,70.3,1,269.0
9,80,60.6,5,231.0
6,85,15.3,8,136.0
8,64,17.9,2,146.0
7,71,62.1,7,241.0
8,81,70.8,7,253.0
6,58,72.9,7,270.0
6,82,15.7,3,124.0
4,46,41.9,6,208.0
8,46,27.5,7,195.0
3,42,56.3,8,242.0
6,89,65.4,7,229.0
10,49,15.4,4,166.0
2,55,44.9,4,193.0
10,65,61.8,3,243.0
8,70,31.5,1,166.0
3,58,56.8,8,230.0
6,81,32.4,4,161.0
9,41,36.7,6,218.0
6,75,50.7,8,214.0
7,44,25.9,6,187.0
6,43,56.1,5,242.0
10,86,30.0,6,171.0
4,74,22.1,4,139.0
7,78,22.4,4,147.0
8,85,16.6,2,127.0
7,75,35.1,1,165.0
10,55,58.2,4,247.0
2,40,64.6,6,251.0
6,77,35.4,2,164.0
8,80,16.6,8,149.0
10,58,18.3,2,159.0
4,69,42.3,4,184.0
6,74,72.7,6,253.0
5,73,42.9,4,185.0
5,56,71.6,1,247.0
10,73,48.8,8,226.0
4,63,56.0,6,222.0
5,54,52.1,6,225.0
5,82,20.1,5,135.0
5,71,62.4,4,225.0
3,42,20.4,8,171.0
9,64,36.7,2,187.0
5,86,23.3,3,132.0
9,72,58.8,8,243.0
7,46,60.9,5,253.0
10,73,28.1,7,181.0
8,81,43.8,7,199.0
4,58,16.9,7,151.0
3,78,36.5,1,152.0
3,72,27.5,1,139.0
8,62,31.9,8,194.0
2,74,19.6,6,134.0
2,59,64.6,6,236.0
9,69,17.9,3,149.0
7,41,19.8,8,184.0
6,75,52.2,7,214.0
10,54,59.0,6,255.0
4,60,61.3,6,235.0
8,90,59.6,5,218.0
8,56,23.2,4,170.0
5,90,48.7,1,173.0
10,46,60.5,2,253.0
8,85,65.9,6,237.0
4,38,54.9,1,225.0
6,61,48.8,8,222.0
3,65,58.6,5,219.0
7,51,64.0,3,249.0
3,80,59.1,2,199.0
4,38,57.3,3,236.0
3,45,40.1,7,205.0
3,77,52.2,4,193.0
7,72,29.9,3,163.0
9,38,20.6,4,182.0
9,69,34.8,4,185.0
7,62,39.5,1,185.0
9,69,65.3,6,252.0
2,62,58.3,8,227.0
7,88,40.7,3,172.0
9,66,41.2,3,198.0
2,48,26.0,8,174.0
9,38,31.6,4,204.0
2,54,20.1,7,154.0
3,73,27.0,7,156.0
3,77,60.0,8,221.0
5,39,29.2,3,182.0
7,66,48.0,6,214.0
10,62,35.2,1,186.0
6,46,20.9,6,172.0
10,90,25.4,2,147.0
10,60,54.7,4,236.0
8,45,35.7,2,197.0
7,66,38.2,5,191.0
5,83,62.1,5,218.0
8,61,39.4,7,207.0
4,51,59.4,4,232.0
4,58,42.1,5,195.0
10,67,71.5,6,270.0
10,41,24.7,1,182.0
2,49,54.8,3,215.0
8,83,36.4,8,186.0
10,89,48.6,6,206.0
9,67,63.0,2,237.0
5,66,22.6,7,159.0
7,50,27.7,6,186.0
5,49,64.1,3,244.0
2,72,40.3,2,164.0
6,82,23.7,7,152.0
10,63,64.0,6,258.0
6,78,49.0,3,193.0
8,80,19.5,2,137.0
7,41,40.5,4,213.0
8,49,25.5,7,189.0
2,89,37.8,7,161.0
9,53,69.3,1,258.0
3,80,17.3,4,121.0
4,40,18.2,4,159.0
8,87,63.3,4,224.0
3,85,26.1,5,138.0
3,65,29.7,3,155.0
9,71,53.1,2,214.0
10,76,46.4,2,200.0
3,65,39.5,3,175.0
2,38,47.2,7,221.0
2,52,24.6,1,146.0
6,62,30.4,8,184.0
5,62,49.2,7,216.0
10,64,56.1,4,235.0
3,64,31.0,5,165.0
9,59,15.9,3,153.0
5,51,49.8,7,226.0
5,87,57.7,6,209.0
4,85,30.5,4,147.0
6,87,68.2,3,224.0
7,52,57.2,4,237.0
7,63,44.5,4,203.0
2,56,21.6,4,146.0
4,67,38.1,8,189.0
9,47,46.0,5,229.0
5,68,32.8,5,172.0
5,60,38.2,3,183.0
6,40,70.7,6,277.0
9,42,32.4,3,200.0
10,73,33.7,1,174.0
8,62,54.7,7,237.0
2,46,64.1,3,236.0
7,59,31.2,2,174.0
7,70,23.7,4,156.0
9,75,45.3,4,202.0
9,38,25.6,2,186.0
3,48,67.7,3,245.0
5,68,34.3,6,178.0
4,69,48.3,4,196.0
10,70,22.1,7,172.0
4,81,31.5,6,158.0
2,75,23.7,4,135.0
7,80,62.0,1,215.0
2,42,25.4,1,156.0
5,49,31.4,1,172.0
2,70,70.0,2,225.0
2,43,28.8,6,177.0
10,65,49.9,6,228.0
8,57,42.3,8,219.0
7,66,30.6,3,170.0
6,77,26.2,4,152.0
8,52,27.7,1,173.0
6,72,69.3,7,251.0
8,83,24.0,8,161.0
2,47,63.6,7,246.0
7,64,63.1,3,236.0
6,72,23.3,1,141.0
7,47,63.8,1,245.0
5,79,17.2,7,138.0
2,39,33.3,6,189.0
3,55,57.3,4,222.0
5,43,58.0,6,246.0
9,82,60.3,3,223.0
2,59,65.1,8,243.0
9,55,70.1,7,276.0
9,45,51.4,6,244.0
8,38,20.7,8,191.0
10,78,60.9,2,228.0
10,84,48.6,4,204.0
7,69,44.7,6,205.0
6,82,30.5,5,159.0
9,81,60.3,2,221.0
9,73,25.7,5,167.0
10,72,17.6,6,158.0
6,44,68.4,2,257.0
8,66,41.5,3,195.0
8,72,15.5,2,135.0
2,59,67.2,6,241.0
3,67,33.1,6,170.0
7,44,72.9,3,272.0
6,76,47.9,2,190.0
3,64,53.0,4,206.0
6,75,32.6,3,163.0
5,75,27.3,3,149.0
6,66,67.0,7,251.0
8,79,19.6,6,150.0
2,46,38.7,6,195.0
2,43,22.1,4,158.0
5,77,16.6,8,141.0
2,56,68.8,6,246.0
7,85,45.3,1,178.0
10,77,51.9,2,210.0
9,52,24.9,1,170.0
4,68,72.3,5,247.0
3,85,39.1,6,167.0
4,68,35.5,2,165.0
8,67,69.1,2,246.0
2,42,20.3,8,167.0
10,45,17.7,8,186.0
5,58,66.2,8,256.0
8,56,31.0,8,197.0
8,87,16.8,1,122.0
7,44,58.3,4,246.0
3,75,38.6,1,159.0
5,72,15.7,4,131.0
9,54,65.5,5,262.0
9,65,47.2,4,214.0
10,72,27.9,4,173.0
4,64,68.1,8,251.0
7,69,47.1,2,197.0
8,54,51.8,4,228.0
2,65,20.0,5,139.0
4,77,32.4,7,166.0
9,75,42.0,6,201.0
4,63,54.3,6,219.0
7,83,59.1,3,213.0
4,56,21.5,6,159.0
6,76,46.0,7,201.0
9,47,25.5,4,185.0
7,61,27.2,4,170.0
2,80,41.7,7,176.0
8,90,38.6,6,179.0
9,59,46.5,7,226.0
10,40,31.8,8,219.0
10,60,41.6,7,219.0
8,84,47.2,2,189.0
8,42,51.4,2,231.0
9,64,64.5,2,243.0
6,47,22.3,8,181.0
10,44,66.4,4,272.0
5,64,21.4,3,146.0
9,63,64.7,7,259.0
6,42,58.4,4,245.0
10,77,37.1,4,187.0
2,41,28.9,2,167.0
5,50,62.9,5,247.0
4,51,55.6,5,228.0
7,89,18.1,3,126.0
9,88,53.0,5,209.0
8,63,33.7,5,188.0
8,63,43.2,5,207.0
5,81,51.5,6,202.0
5,48,56.8,2,227.0
2,68,68.6,2,224.0
7,61,21.4,6,165.0
5,49,24.4,3,165.0
7,54,33.5,5,191.0
10,55,67.0,3,262.0
6,83,52.5,4,199.0
9,82,43.1,4,191.0
5,52,48.6,2,207.0
2,75,51.8,3,188.0
4,68,55.3,8,223.0
2,45,46.3,5,207.0
7,44,65.8,3,258.0
5,81,72.1,3,234.0
3,52,49.3,3,205.0
9,56,65.1,7,266.0
10,57,22.8,3,172.0
10,43,50.6,6,248.0
3,59,61.6,5,230.0
7,85,59.8,3,213.0
4,73,29.1,7,163.0
8,71,67.1,2,239.0
5,38,66.9,1,252.0
9,48,54.8,4,243.0
4,50,40.0,3,191.0
7,68,56.2,5,225.0
10,82,19.1,7,156.0
2,80,45.2,3,171.0
10,90,23.2,5,152.0
7,73,33.0,5,175.0
10,90,72.7,5,250.0
3,64,34.4,1,159.0
8,50,55.9,2,234.0
6,47,35.1,1,185.0
9,40,62.5,1,255.0
10,84,17.5,4,142.0
10,75,51.9,4,218.0
5,55,29.6,4,173.0
9,64,39.6,7,208.0
4,85,68.0,3,219.0
6,74,45.0,3,189.0
3,55,29.0,5,168.0
8,82,57.2,4,216.0
10,63,63.4,6,257.0
4,50,47.0,8,221.0
8,50,72.7,5,276.0
10,76,65.7,7,254.0
9,69,45.3,5,209.0
4,84,37.3,3,158.0
6,89,39.7,7,178.0
5,49,66.7,2,246.0
9,88,60.1,4,220.0
2,62,54.6,7,216.0
2,39,52.9,7,232.0
5,51,38.2,2,187.0
4,71,68.1,8,246.0
8,47,26.1,4,183.0
7,68,49.3,8,221.0
3,67,54.0,8,217.0
9,71,18.9,5,155.0
3,51,22.5,8,168.0
10,86,20.9,4,147.0
9,68,45.0,1,198.0
7,54,33.1,8,200.0
5,39,57.6,8,254.0
2,90,37.8,3,148.0
10,48,37.3,4,211.0
8,83,65.6,3,229.0
5,74,21.4,1,132.0
6,71,31.1,2,160.0
8,41,51.3,2,232.0
8,60,38.3,8,209.0
2,68,40.5,1,165.0
5,68,17.9,8,151.0
3,75,32.2,8,167.0
8,52,40.0,1,197.0
5,74,46.2,5,194.0
9,44,24.2,2,179.0
2,74,39.2,3,164.0
4,47,65.6,2,242.0
7,90,20.1,3,129.0
5,61,28.9,6,173.0
2,88,39.5,2,150.0
7,45,49.5,8,240.0
10,42,41.6,6,231.0
7,83,43.7,6,191.0
10,71,17.7,4,153.0
8,45,70.1,6,278.0
7,74,18.3,7,151.0
9,48,28.0,3,186.0
2,66,70.1,8,247.0
9,77,51.5,8,224.0
8,67,66.5,5,250.0
8,54,22.3,4,169.0
7,61,62.1,2,234.0
2,48,53.8,1,208.0
2,41,61.1,8,249.0
7,39,43.4,7,230.0
9,39,30.4,6,207.0
2,71,23.7,4,138.0
2,66,30.2,7,164.0
2,58,64.4,3,227.0
7,60,24.5,2,159.0
4,79,18.1,5,130.0
3,80,49.0,3,182.0
4,41,16.7,1,146.0
6,90,27.3,1,134.0
4,80,22.0,8,146.0
6,71,40.8,8,198.0
2,38,18.0,2,148.0
7,49,26.7,4,179.0
10,65,33.7,8,202.0
3,48,48.2,3,206.0
2,70,36.4,5,167.0
6,73,31.7,8,178.0
4,58,42.5,2,187.0
8,71,19.2,1,140.0
4,67,41.2,5,186.0
6,71,34.8,8,186.0
10,81,72.3,4,254.0
4,78,26.6,7,154.0
2,66,32.9,4,161.0
6,75,69.3,1,230.0
9,71,39.8,3,191.0
10,81,17.0,3,140.0
10,75,33.6,2,175.0
8,55,21.0,2,160.0
9,79,53.5,6,221.0
2,80,52.5,5,191.0
9,66,54.8,4,228.0
8,43,39.6,2,207.0
3,71,42.5,5,182.0
10,77,59.3,5,234.0
9,71,25.0,1,155.0
7,72,25.4,1,148.0
4,68,16.0,6,138.0
6,68,72.0,8,263.0
8,73,66.6,3,239.0
10,60,18.4,5,166.0
3,77,70.2,1,220.0
8,74,28.1,3,162.0
7,83,16.1,1,121.0
10,90,52.1,7,215.0
3,73,61.4,6,221.0
7,46,19.5,7,176.0
9,73,34.1,5,184.0
9,73,35.7,8,196.0
5,75,58.7,2,209.0
7,70,15.6,7,149.0
3,83,37.0,5,161.0
6,57,66.8,2,243.0
5,75,58.4,1,205.0
5,44,45.9,3,212.0
8,61,27.1,1,164.0
7,38,67.2,8,281.0
6,40,33.9,4,197.0
10,51,63.2,3,257.0
10,73,62.3,1,231.0
10,57,44.6,4,218.0
6,59,53.1,1,211.0
5,52,16.9,2,144.0
7,72,66.6,2,234.0
6,67,25.4,7,167.0
9,40,49.6,5,242.0
7,62,31.7,2,172.0
4,39,23.9,8,184.0
7,88,58.5,7,220.0
4,43,72.0,5,267.0
8,44,29.4,6,198.0
5,72,26.8,1,144.0
6,86,38.2,4,168.0
4,68,49.6,4,199.0
9,59,42.2,5,211.0
6,42,16.8,3,158.0
9,38,34.5,1,201.0
2,85,44.2,6,174.0
7,70,26.7,6,168.0
5,38,62.7,1,244.0
4,43,31.3,3,180.0
7,74,39.5,8,196.0
6,62,26.6,5,168.0
2,40,20.3,2,151.0
6,78,63.6,6,232.0
6,45,40.4,1,197.0
7,65,54.6,8,234.0
3,85,66.8,3,213.0
7,55,50.5,8,234.0
2,81,37.8,3,155.0
3,61,51.3,1,196.0
6,68,46.8,7,209.0
2,46,28.4,4,168.0
7,81,62.8,4,225.0
5,83,30.5,4,152.0
2,46,70.2,2,245.0
5,78,59.4,5,217.0
7,83,49.0,6,202.0
9,47,17.3,6,175.0
10,61,34.7,4,195.0
9,53,41.6,4,212.0
6,61,64.9,4,242.0
9,44,35.8,7,217.0
10,49,45.5,6,233.0
9,81,34.8,5,179.0
5,88,61.7,4,210.0
3,78,67.3,3,220.0
2,80,33.1,1,140.0
6,73,65.7,7,243.0
3,47,63.1,2,234.0
3,51,34.6,7,189.0
3,87,48.7,6,184.0
3,82,48.9,4,183.0
8,85,26.1,5,155.0
6,52,22.0,2,158.0
8,61,27.0,7,182.0
9,55,56.0,4,239.0
5,57,45.9,4,204.0
9,48,18.4,8,182.0
2,46,39.9,3,188.0
5,38,58.1,6,250.0
6,69,25.9,8,170.0
8,75,67.4,5,245.0
4,82,45.3,5,182.0
2,78,30.0,4,145.0
5,83,19.8,6,137.0
3,67,28.6,7,164.0
9,86,16.4,2,129.0
5,87,43.9,7,185.0
7,45,66.4,4,261.0
10,65,52.7,3,225.0
6,53,29.5,2,172.0
4,46,20.8,8,172.0
6,44,56.6,4,239.0
4,66,50.9,6,209.0
3,85,61.8,8,218.0
7,83,37.5,1,164.0
4,46,36.6,7,200.0
8,81,16.8,3,133.0
4,63,19.1,4,142.0
5,38,37.1,5,205.0
6,55,37.1,5,194.0
9,79,38.8,4,185.0
5,63,22.4,5,155.0
8,84,43.3,8,199.0
5,41,21.2,1,159.0
8,82,45.6,6,199.0
4,62,29.1,5,166.0
5,70,20.5,1,134.0
3,75,37.2,7,174.0
8,86,69.1,5,240.0
8,73,35.6,2,174.0
9,58,17.5,3,157.0
7,84,61.1,6,225.0
3,53,27.0,7,172.0
10,53,64.0,8,272.0
4,52,62.6,6,244.0
10,49,59.6,6,261.0
5,74,62.0,6,228.0
7,81,51.7,3,200.0
5,88,29.2,3,142.0
4,55,45.0,6,206.0
7,84,25.5,2,142.0
9,76,25.1,8,173.0
7,70,57.9,6,230.0
9,52,33.1,5,199.0
9,65,45.0,4,209.0
7,66,38.7,5,192.0
7,40,56.4,8,258.0
10,70,44.1,2,201.0
2,67,45.2,4,184.0
7,87,64.3,6,229.0
8,77,18.0,6,148.0
9,82,36.2,7,187.0
4,63,50.3,7,214.0
3,83,25.7,8,148.0
5,66,31.4,7,177.0
3,66,21.8,7,151.0
9,49,36.1,2,198.0
5,58,54.1,5,223.0
3,80,25.6,7,147.0
5,48,49.2,3,215.0
2,86,54.9,6,194.0
9,64,40.2,3,197.0
6,59,45.3,8,217.0
4,63,64.3,4,232.0
6,62,29.5,6,177.0
7,52,65.1,1,244.0
9,69,15.6,2,141.0
5,72,40.0,3,177.0
9,82,58.9,4,223.0
9,62,15.9,2,147.0
10,44,64.5,7,278.0
8,49,18.3,3,162.0
3,75,51.0,4,193.0
2,45,34.5,1,172.0
4,52,27.2,3,164.0
4,41,40.0,8,214.0
4,68,16.7,6,139.0
7,73,49.2,7,213.0
8,42,59.0,8,265.0
6,43,66.6,8,272.0
10,70,41.7,1,193.0
5,45,66.5,3,252.0
10,77,39.9,3,189.0
2,71,43.9,4,178.0
4,83,69.3,3,223.0
7,57,68.5,4,256.0
4,68,40.5,6,187.0
2,81,63.4,5,212.0
4,51,24.9,1,154.0
5,46,66.2,5,257.0
7,87,57.7,8,222.0
4,53,20.1,2,146.0
10,44,15.8,5,174.0
2,80,46.9,2,171.0
2,53,64.6,7,244.0
2,38,38.2,6,200.0
6,87,21.7,4,135.0
6,66,28.3,5,168.0
3,38,57.0,7,244.0
6,57,22.6,5,164.0
9,45,47.4,2,224.0
10,76,52.0,7,227.0
4,71,71.3,4,240.0
9,69,64.1,2,238.0
4,45,17.9,4,154.0
2,83,56.7,4,194.0
6,77,46.7,2,187.0
3,77,49.6,6,194.0
4,44,72.6,2,258.0
4,64,70.3,5,247.0
6,55,72.9,2,257.0
3,80,24.5,7,145.0
4,62,24.6,8,166.0
4,64,19.1,6,147.0
8,69,62.7,6,244.0
8,52,35.6,2,192.0
4,46,22.5,6,169.0
2,71,45.4,7,191.0
2,84,19.2,1,109.0
3,70,24.7,4,144.0
7,43,26.5,4,183.0
4,49,37.1,1,180.0
10,38,32.9,6,216.0
5,57,38.0,1,179.0
8,50,65.6,1,250.0
8,80,16.5,3,134.0
10,41,66.5,8,287.0
2,55,51.0,6,212.0
6,88,19.6,3,126.0
3,73,23.8,3,137.0
6,58,64.5,1,235.0
5,71,29.0,8,171.0
8,73,57.2,7,233.0
5,52,63.7,6,250.0
4,63,30.5,7,174.0
4,82,71.2,1,222.0
7,83,64.2,2,220.0
7,47,66.3,1,250.0
9,81,50.5,8,219.0
8,79,20.1,3,142.0
4,49,69.1,3,250.0
3,45,51.2,6,224.0
6,82,63.7,8,235.0
5,84,55.6,1,192.0
3,40,58.2,3,233.0
5,55,59.3,7,241.0
8,68,19.2,5,155.0
5,52,51.6,3,216.0
4,52,16.2,4,145.0
3,75,22.4,5,139.0
5,59,66.1,3,240.0
9,42,72.3,1,273.0
6,57,41.2,8,210.0
7,76,23.7,5,154.0
2,64,59.9,6,222.0
2,76,18.6,8,136.0
6,51,30.5,5,185.0
6,58,57.8,7,239.0
3,64,23.5,6,153.0
9,49,51.2,7,244.0
7,62,39.2,5,196.0
7,63,61.8,5,241.0
6,43,65.3,1,248.0
5,40,65.7,3,254.0
7,84,59.3,7,225.0
7,49,65.8,2,251.0
5,63,28.2,2,158.0
7,64,27.5,5,171.0
6,43,64.8,1,247.0
6,85,54.5,6,208.0
8,80,32.9,4,169.0
3,65,49.7,5,201.0
5,70,62.8,1,218.0
3,89,67.0,1,204.0
4,39,37.3,2,192.0
2,65,67.9,4,231.0
10,49,25.5,2,181.0
9,55,19.4,8,178.0
5,58,27.4,2,160.0
4,69,42.5,5,187.0
8,49,35.2,7,208.0
2,55,67.6,7,248.0
2,64,45.3,7,196.0
8,85,40.0,3,176.0
9,59,39.2,3,199.0
8,88,65.0,4,227.0
4,84,36.3,4,159.0
4,45,31.7,8,194.0
5,45,25.9,1,165.0
9,70,19.8,1,146.0
3,45,46.5,1,199.0
9,64,35.8,5,195.0
9,38,56.2,8,266.0
9,66,41.2,5,204.0
2,50,67.3,7,251.0
5,73,57.9,8,227.0
3,53,47.1,3,200.0
7,42,43.1,4,217.0
5,49,16.1,7,160.0
5,56,71.2,2,249.0
8,54,34.0,7,202.0
9,42,44.9,4,228.0
8,46,49.5,2,224.0
2,90,48.9,8,185.0
9,48,42.5,7,227.0
4,82,51.9,8,204.0
6,58,62.8,5,243.0
7,71,51.9,1,202.0
5,48,69.2,1,249.0
2,40,27.8,2,166.0
9,79,23.0,3,151.0
8,38,17.6,1,164.0
2,76,63.3,3,210.0
10,70,26.4,8,183.0
7,75,20.0,1,135.0
7,54,36.1,2,188.0
6,46,39.0,1,193.0
6,55,31.2,8,192.0
10,68,51.7,7,233.0
2,89,39.7,1,146.0
6,63,47.6,4,206.0
2,87,39.4,6,162.0
6,89,17.1,1,115.0
9,55,47.3,7,231.0
6,80,64.7,5,229.0
8,77,33.8,3,171.0
7,42,42.7,5,220.0
9,56,51.6,6,236.0
2,49,38.7,7,195.0
8,50,62.4,8,265.0
8,43,26.9,6,194.0
8,50,46.8,2,216.0
6,77,60.4,6,226.0
5,46,46.2,3,211.0
4,70,20.9,4,140.0
7,57,55.8,3,227.0
2,39,61.8,2,234.0
7,53,70.3,6,269.0
10,68,47.6,5,218.0
2,54,35.9,3,173.0
9,76,48.0,6,212.0
5,58,55.5,4,222.0
10,59,46.1,8,232.0
2,40,18.4,8,165.0
5,70,67.2,4,236.0
6,60,30.4,3,171.0
7,87,53.9,1,193.0
7,53,54.2,1,221.0
8,66,23.3,7,171.0
4,38,39.4,1,194.0
10,44,29.8,1,190.0
6,45,22.5,5,173.0
3,72,68.1,5,232.0
6,65,37.2,5,186.0
6,57,15.4,8,159.0
4,69,33.0,1,156.0
6,50,57.0,6,241.0
7,77,45.6,5,197.0
3,67,25.5,6,154.0
5,39,52.8,3,229.0
5,66,28.9,7,172.0
6,90,41.2,2,165.0
10,48,40.6,2,212.0
6,38,48.3,4,228.0
7,62,35.7,5,189.0
8,58,72.3,6,272.0
8,83,55.8,4,213.0
2,58,48.3,1,189.0
5,65,72.4,1,241.0
7,48,26.4,1,170.0
7,82,36.9,6,178.0
4,64,48.5,4,200.0
4,75,26.7,6,154.0
4,71,60.5,1,209.0
4,84,28.8,3,141.0
9,51,23.7,3,175.0
10,66,55.2,2,226.0
2,69,33.3,7,168.0
5,57,27.3,4,167.0
4,42,26.3,4,174.0
6,58,34.5,8,196.0
10,85,68.9,3,241.0
7,78,29.2,2,154.0
8,51,36.9,4,201.0
8,61,19.3,5,161.0
5,77,34.1,2,158.0
10,86,50.9,5,210.0
6,84,35.6,6,171.0
10,89,46.1,6,201.0
3,76,19.4,1,120.0
8,86,24.4,7,157.0
7,41,23.9,8,192.0
7,88,26.2,6,152.0
9,52,36.0,3,199.0
4,57,23.0,3,152.0
4,56,58.8,4,227.0
3,81,16.2,1,109.0
4,69,44.0,4,187.0
9,74,69.3,5,253.0
2,39,15.7,1,139.0
2,86,52.6,7,193.0
7,59,28.2,7,183.0
4,84,54.4,4,196.0
5,86,54.9,8,210.0
7,60,66.1,2,243.0
3,62,28.5,1,149.0
3,73,46.7,5,189.0
7,49,64.0,4,253.0
3,53,30.2,8,181.0
6,66,33.2,6,181.0
9,58,35.3,4,195.0
8,58,50.4,8,234.0
9,46,26.9,2,182.0
7,62,24.7,3,161.0
10,77,52.7,4,218.0
9,54,18.6,4,165.0
9,48,15.7,1,155.0
9,79,16.0,8,152.0
8,45,63.3,3,256.0
3,78,32.3,7,162.0
5,42,58.6,1,232.0
8,78,44.7,7,204.0
8,42,26.7,6,194.0
8,43,46.6,6,233.0
5,66,30.9,6,173.0
9,83,66.4,7,246.0
10,45,41.2,6,227.0
7,63,54.9,5,227.0
9,61,17.4,3,154.0
6,39,32.4,3,192.0
9,84,65.0,5,237.0
6,84,32.1,1,149.0
10,44,56.0,4,252.0
2,44,70.0,8,265.0
5,55,41.7,8,209.0
9,85,18.9,5,144.0
8,55,46.7,5,220.0
2,72,70.1,4,230.0
7,52,41.3,4,206.0
10,63,68.7,1,252.0
5,77,63.9,7,233.0
8,87,47.1,8,204.0
7,40,68.7,1,261.0
8,46,34.4,5,203.0
2,46,69.4,3,247.0
7,64,55.7,3,222.0
5,41,16.1,4,158.0
5,58,50.4,3,209.0
8,61,23.9,7,176.0
4,55,44.9,6,206.0
5,60,67.1,1,235.0
8,54,16.2,1,148.0
2,73,53.8,1,187.0
5,46,39.6,4,200.0
3,82,17.1,8,131.0
7,67,70.9,3,249.0
10,63,63.2,4,250.0
9,43,41.6,7,229.0
6,83,69.3,6,239.0
7,56,21.6,3,160.0
2,55,55.4,7,224.0
7,80,34.2,4,169.0
2,56,15.9,5,138.0
10,45,37.0,3,210.0
8,83,17.4,2,130.0
5,86,69.3,7,236.0
9,59,18.0,6,166.0
4,90,22.6,4,127.0
4,52,49.9,1,204.0
8,89,62.0,8,232.0
7,53,52.7,3,225.0
10,70,57.9,8,246.0
9,89,58.4,6,222.0
2,66,53.5,2,196.0
5,62,34.4,2,171.0
5,56,42.7,5,201.0
4,85,53.4,3,190.0
2,71,44.2,5,182.0
3,65,56.8,4,212.0
10,84,29.0,5,168.0
5,75,57.4,6,218.0
7,60,26.2,7,178.0
3,49,44.1,4,200.0
3,65,72.8,6,250.0
3,83,42.5,2,163.0
8,46,71.6,3,271.0
2,65,15.7,7,136.0
7,80,27.3,4,155.0
9,72,47.4,3,205.0
2,50,24.8,2,151.0
9,83,68.6,8,254.0
4,83,49.0,7,195.0
2,63,57.5,2,206.0
9,71,15.5,4,145.0
9,40,44.9,4,229.0
7,62,42.5,6,206.0
6,45,51.7,4,229.0
5,60,57.7,4,225.0
4,65,58.9,3,217.0
2,55,23.9,8,164.0
6,82,15.6,7,136.0
3,84,63.8,8,223.0
5,80,19.0,3,128.0
5,49,27.8,2,168.0
4,79,17.2,6,131.0
7,84,31.8,8,173.0
8,82,26.4,8,167.0
3,90,38.4,4,155.0
2,78,58.1,1,192.0
6,78,67.8,8,246.0
9,75,72.9,6,263.0
4,64,52.9,2,203.0
4,61,52.1,5,213.0
3,71,46.3,3,184.0
7,50,69.8,1,255.0
5,65,45.2,3,193.0
5,73,72.3,1,234.0
5,69,50.9,2,198.0
8,38,23.1,1,175.0
7,70,60.9,1,221.0
6,86,35.5,2,157.0
4,44,68.1,8,268.0
5,38,26.9,1,172.0
9,84,34.7,3,170.0
3,49,41.5,5,198.0
2,57,21.4,3,142.0
2,77,33.8,6,159.0
8,84,44.7,8,202.0
5,72,67.0,8,246.0
7,45,66.2,6,267.0
10,65,15.5,5,157.0
8,49,46.2,6,227.0
4,56,67.6,6,251.0
9,39,70.6,4,281.0
9,80,41.0,3,186.0
7,50,16.9,6,165.0
5,55,32.8,8,192.0
3,58,60.1,7,234.0
2,88,40.3,5,160.0
4,63,48.1,7,209.0
9,64,30.9,8,194.0
4,76,33.6,4,161.0
2,66,59.4,1,204.0
3,46,65.2,2,239.0
9,39,45.0,3,227.0
3,61,24.2,5,154.0
4,81,72.6,8,246.0
5,55,45.0,1,195.0
2,40,48.6,3,210.0
3,58,49.3,5,206.0
10,63,50.2,6,231.0
2,83,26.8,2,128.0
6,51,15.3,1,142.0
8,90,23.7,8,155.0
9,85,52.1,6,213.0
8,83,41.7,7,194.0
3,60,71.4,4,246.0
6,65,50.1,4,209.0
10,59,69.5,6,272.0
6,40,30.2,1,181.0
10,39,38.5,5,224.0
3,53,69.6,5,251.0
2,83,60.3,1,192.0
10,65,48.9,2,214.0
9,87,51.5,1,195.0
7,84,37.5,6,178.0
10,71,32.2,3,179.0
4,40,56.9,8,249.0
10,72,69.7,2,250.0
3,89,30.9,7,150.0
4,49,20.8,8,169.0
3,89,62.7,4,205.0
8,38,45.4,3,226.0
2,81,22.7,5,131.0
5,71,53.6,8,220.0
2,65,41.6,1,170.0
10,58,25.3,5,182.0
2,71,26.6,3,141.0
10,49,62.5,2,254.0
4,69,35.5,5,173.0
4,79,36.8,5,167.0
3,81,62.4,5,214.0
6,87,72.1,7,244.0
6,42,72.7,6,279.0
4,58,37.5,6,189.0
6,67,25.3,7,167.0
8,51,40.1,5,210.0
5,90,24.4,5,137.0
5,75,57.3,6,218.0
7,55,21.9,2,158.0
9,72,34.4,6,188.0
3,88,61.4,7,212.0
3,82,35.2,8,168.0
5,67,25.0,4,154.0
9,79,55.1,5,221.0
6,65,58.6,1,217.0
9,90,51.9,5,206.0
6,70,27.6,5,163.0
4,71,29.4,5,159.0
7,90,17.2,3,123.0
10,83,70.8,6,255.0
8,46,20.1,5,175.0
6,40,65.0,3,256.0
6,83,35.1,2,158.0
8,68,30.2,1,165.0
6,81,66.0,3,225.0
10,41,56.3,6,261.0
7,68,70.3,7,260.0
6,56,51.9,1,211.0
9,58,62.9,6,257.0
7,46,36.5,8,213.0
4,66,23.3,6,154.0
5,70,18.9,3,136.0
7,53,63.2,7,258.0
